City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Saskylakh,RU,2020-08-31 19:42:35,71.92,114.08,44.01,74,96,9.01
305,Vieques,PR,2020-08-31 19:42:35,18.43,-65.83,87.8,74,40,17.22
306,Hof,DE,2020-08-31 19:42:35,50.32,11.92,55.0,95,100,4.0
307,Jalu,LY,2020-08-31 19:42:36,29.03,21.55,87.22,22,0,12.35
308,Niamey,NE,2020-08-31 19:42:36,13.51,2.11,86.0,62,20,8.05
309,Orange Cove,US,2020-08-31 19:42:36,36.62,-119.31,91.0,38,1,4.7
310,Olafsvik,IS,2020-08-31 19:42:36,64.89,-23.71,51.53,86,100,12.3
311,Ugoofaaru,MV,2020-08-31 19:42:37,5.67,73.0,82.47,77,88,11.34
312,Upernavik,GL,2020-08-31 19:42:37,72.79,-56.15,38.05,79,99,3.0
313,Pisco,PE,2020-08-31 19:42:37,-13.7,-76.22,68.0,64,2,12.75
314,Batemans Bay,AU,2020-08-31 19:42:37,-35.72,150.18,39.99,86,0,4.18
315,Luanda,AO,2020-08-31 19:42:37,-8.84,13.23,68.0,88,4,5.82
316,Stony Plain,CA,2020-08-31 19:41:04,53.53,-114.0,61.0,54,75,9.17
317,Sokoto,NG,2020-08-31 19:42:38,13.06,5.24,80.55,69,24,7.96
318,Hattiesburg,US,2020-08-31 19:42:38,31.33,-89.29,91.4,70,75,8.05
319,Dalmau,IN,2020-08-31 19:42:39,26.07,81.03,81.95,80,93,6.87
320,Clyde River,CA,2020-08-31 19:42:39,70.47,-68.59,51.8,61,75,8.05
321,Monrovia,LR,2020-08-31 19:42:39,6.3,-10.8,77.0,94,75,6.93
322,Bud,US,2020-08-31 19:42:39,39.45,-86.18,80.6,69,90,3.74
323,Meulaboh,ID,2020-08-31 19:42:40,4.14,96.13,75.18,94,100,4.41
324,Pangody,RU,2020-08-31 19:42:40,65.85,74.49,47.19,87,99,13.98
325,Igarka,RU,2020-08-31 19:42:40,67.47,86.58,47.44,90,0,7.52
326,San Pedro,PH,2020-08-31 19:42:41,14.35,121.02,80.6,83,96,4.7
327,Rio Grande,BR,2020-08-31 19:40:12,-32.03,-52.1,53.6,66,20,8.05
328,Kilindoni,TZ,2020-08-31 19:42:41,-7.91,39.67,76.71,79,4,13.44
329,Andenes,NO,2020-08-31 19:42:41,69.31,16.12,50.0,87,90,18.34
330,Shingu,JP,2020-08-31 19:42:41,33.73,135.98,76.21,86,0,4.81
331,Broken Hill,AU,2020-08-31 19:42:42,-31.95,141.43,42.8,60,0,6.93
332,Bahir Dar,ET,2020-08-31 19:42:42,11.59,37.39,60.8,92,100,6.71
333,Alzamay,RU,2020-08-31 19:42:42,55.56,98.66,50.29,94,98,3.38
334,Bacsbokod,HU,2020-08-31 19:42:43,46.12,19.16,65.5,66,90,10.65
335,Sioux Lookout,CA,2020-08-31 19:42:43,50.1,-91.92,53.6,87,90,6.93
336,Cadillac,US,2020-08-31 19:42:43,44.25,-85.4,73.4,46,40,8.05
337,San Jose,US,2020-08-31 19:41:07,37.34,-121.89,73.99,49,90,3.36
338,Hinton,CA,2020-08-31 19:38:31,53.4,-117.59,62.04,36,90,10.13
339,Ballina,AU,2020-08-31 19:42:44,-28.87,153.57,64.4,77,75,11.41
340,Zhigansk,RU,2020-08-31 19:42:44,66.77,123.37,42.84,92,62,2.73
341,Bengkulu,ID,2020-08-31 19:42:44,-3.8,102.27,76.37,90,100,7.65
342,Hailin,CN,2020-08-31 19:42:44,44.58,129.42,60.75,89,100,3.27
343,Richards Bay,ZA,2020-08-31 19:42:44,-28.78,32.04,61.11,66,100,2.64
344,Okha,RU,2020-08-31 19:42:45,53.57,142.95,53.83,92,100,14.92
345,Olga,RU,2020-08-31 19:42:45,43.74,135.29,55.8,84,92,4.72
346,Laguna,US,2020-08-31 19:38:31,38.42,-121.42,88.0,39,1,3.36
347,Poum,NC,2020-08-31 19:42:45,-20.23,164.02,68.5,72,0,10.42
348,Zarubino,RU,2020-08-31 19:42:45,42.63,131.09,63.84,92,100,14.38
349,Sorland,NO,2020-08-31 19:42:46,67.67,12.69,51.8,93,75,6.93
350,Dingle,PH,2020-08-31 19:42:46,11.0,122.67,74.97,82,100,2.21
351,Pevek,RU,2020-08-31 19:39:49,69.7,170.31,35.64,94,94,9.73
352,Half Moon Bay,US,2020-08-31 19:42:46,37.46,-122.43,72.0,82,20,8.05
353,Gimli,CA,2020-08-31 19:42:47,50.63,-96.99,61.0,99,94,10.0
354,Moose Factory,CA,2020-08-31 19:42:47,51.26,-80.61,69.8,49,75,13.87
355,Usolye,RU,2020-08-31 19:42:47,59.43,56.68,53.01,100,100,2.3
356,Comodoro Rivadavia,AR,2020-08-31 19:42:47,-45.87,-67.5,46.4,75,75,4.7
357,Perth,AU,2020-08-31 19:37:55,-31.93,115.83,57.99,67,75,17.22
358,Ternate,ID,2020-08-31 19:42:48,0.8,127.4,79.5,79,63,4.32
359,Teahupoo,PF,2020-08-31 19:42:48,-17.83,-149.27,78.8,69,20,2.24
360,Isla Mujeres,MX,2020-08-31 19:38:55,21.23,-86.73,89.6,66,40,8.05
361,Traverse City,US,2020-08-31 19:40:52,44.76,-85.62,75.2,50,90,8.05
362,Zelenoborsk,RU,2020-08-31 19:42:48,61.47,64.03,50.31,85,0,9.13
363,Strezhevoy,RU,2020-08-31 19:42:49,60.73,77.59,59.0,87,75,11.18
364,Lalin,ES,2020-08-31 19:42:49,42.72,-8.12,64.4,52,100,3.36
365,Mount Isa,AU,2020-08-31 19:42:49,-20.73,139.5,59.0,44,0,6.93
366,Kiunga,PG,2020-08-31 19:42:49,-6.12,141.29,73.38,98,100,2.26
367,Neftcala,AZ,2020-08-31 19:42:50,39.37,49.25,74.89,70,0,8.97
368,Bela,IN,2020-08-31 19:42:50,25.93,81.98,81.81,78,100,5.86
369,Lahat,ID,2020-08-31 19:42:50,-3.8,103.53,72.16,83,98,2.55
370,Dunedin,NZ,2020-08-31 19:42:50,-45.87,170.5,39.99,84,100,15.99
371,Glotovka,RU,2020-08-31 19:42:51,53.95,46.7,62.28,73,1,7.45
372,Namie,JP,2020-08-31 19:42:51,37.48,141.0,77.0,89,100,10.04
373,Kingaroy,AU,2020-08-31 19:42:51,-26.53,151.83,41.0,86,0,2.24
374,Sibolga,ID,2020-08-31 19:42:51,1.74,98.78,76.08,82,100,3.96
375,Tasiilaq,GL,2020-08-31 19:42:52,65.61,-37.64,42.8,70,99,10.29
376,Nola,IT,2020-08-31 19:42:52,40.92,14.53,64.99,93,75,2.24
377,Tingo Maria,PE,2020-08-31 19:42:52,-9.29,-76.01,89.6,46,20,3.36
378,Medeiros Neto,BR,2020-08-31 19:42:53,-17.37,-40.22,79.41,60,3,10.71
379,Hamilton,US,2020-08-31 19:42:53,39.18,-84.53,82.0,73,90,4.7
380,Kurilsk,RU,2020-08-31 19:42:53,45.23,147.88,50.45,87,85,10.47
381,Nuuk,GL,2020-08-31 19:42:53,64.18,-51.72,53.6,62,5,8.05
382,Port-Gentil,GA,2020-08-31 19:42:54,-0.72,8.78,77.0,83,75,15.01
383,Kasongo-Lunda,CD,2020-08-31 19:42:54,-6.47,16.82,77.16,74,40,3.09
384,Puerto Escondido,MX,2020-08-31 19:42:54,15.85,-97.07,87.8,55,20,5.82
385,Labuhan,ID,2020-08-31 19:42:55,-6.88,112.21,76.23,83,60,8.66
386,Tual,ID,2020-08-31 19:42:55,-5.67,132.75,79.0,87,49,18.54
387,Maracacume,BR,2020-08-31 19:42:55,-2.04,-45.96,90.18,49,0,3.22
388,Bad Schwalbach,DE,2020-08-31 19:42:55,50.13,8.07,60.8,87,75,4.7
389,Baykit,RU,2020-08-31 19:42:56,61.67,96.37,52.72,88,100,2.93
390,Champerico,GT,2020-08-31 19:42:56,14.3,-91.92,89.6,59,40,6.93
391,Huarmey,PE,2020-08-31 19:42:56,-10.07,-78.15,66.85,66,41,14.63
392,Kununurra,AU,2020-08-31 19:42:56,-15.77,128.73,86.0,32,75,9.17
393,San Policarpo,PH,2020-08-31 19:42:57,12.18,125.51,79.25,85,100,6.02
394,Lubango,AO,2020-08-31 19:42:57,-14.92,13.49,64.11,43,0,5.64
395,Narsaq,GL,2020-08-31 19:42:57,60.92,-46.05,53.6,62,40,4.7
396,Celestun,MX,2020-08-31 19:42:58,20.87,-90.4,88.7,56,0,8.7
397,Kerouane,GN,2020-08-31 19:42:58,9.27,-9.02,71.37,92,100,4.92
398,Bairiki,KI,2020-08-31 19:42:58,1.33,172.98,82.4,83,40,3.36
399,Maniitsoq,GL,2020-08-31 19:42:58,65.42,-52.9,47.41,75,0,15.03
400,Urumqi,CN,2020-08-31 19:42:59,43.8,87.6,68.0,45,0,4.47
401,Jian,CN,2020-08-31 19:42:59,27.12,114.98,77.86,80,2,5.32
402,Port Moresby,PG,2020-08-31 19:42:59,-9.44,147.18,75.2,94,75,17.22
403,Chokwe,MZ,2020-08-31 19:42:59,-24.53,32.98,62.06,82,100,6.96
404,Buenos Aires,AR,2020-08-31 19:42:47,-34.61,-58.38,57.0,54,100,9.17
405,Samarai,PG,2020-08-31 19:43:00,-10.62,150.67,77.65,88,90,17.27
406,Adrar,MR,2020-08-31 19:43:00,20.5,-10.07,97.41,11,53,9.53
407,Alta Floresta,BR,2020-08-31 19:43:00,-9.88,-56.09,102.27,13,0,8.37
408,Kudahuvadhoo,MV,2020-08-31 19:43:00,2.67,72.89,82.58,74,100,9.57
409,Gavle,SE,2020-08-31 19:42:25,60.67,17.14,51.17,89,0,7.45
410,Preobrazheniye,RU,2020-08-31 19:43:01,42.9,133.91,59.2,79,100,10.47
411,Talnakh,RU,2020-08-31 19:43:01,69.49,88.4,44.6,100,90,4.47
412,Dongning,CN,2020-08-31 19:43:01,44.06,131.12,57.31,89,33,1.48
413,Tela,HN,2020-08-31 19:43:02,15.78,-87.45,91.4,70,20,4.7
414,Do Gonbadan,IR,2020-08-31 19:43:02,30.36,50.8,84.2,25,0,4.54
415,Sorong,ID,2020-08-31 19:43:02,-0.88,131.25,77.45,88,84,6.91
416,Bathsheba,BB,2020-08-31 19:43:03,13.22,-59.52,86.0,70,20,11.41
417,Katangli,RU,2020-08-31 19:43:03,51.71,143.23,52.57,76,100,9.15
418,Lokosovo,RU,2020-08-31 19:43:03,61.13,74.82,53.42,94,1,11.14
419,Tomatlan,MX,2020-08-31 19:43:03,19.93,-105.25,82.33,82,100,4.27
420,Thohoyandou,ZA,2020-08-31 19:43:04,-22.95,30.48,54.09,89,100,6.58
421,Kuching,MY,2020-08-31 19:43:04,1.55,110.33,77.0,94,20,2.24
422,Yulara,AU,2020-08-31 19:43:04,-25.24,130.99,57.2,44,0,5.82
423,Verkhovazhye,RU,2020-08-31 19:43:04,60.75,42.05,50.77,96,100,7.18
424,Warwick,US,2020-08-31 19:43:05,41.7,-71.42,75.0,46,75,13.87
425,Whitecourt,CA,2020-08-31 19:43:05,54.15,-115.69,59.0,47,75,10.29
426,Charlestown,AU,2020-08-31 19:43:05,-32.95,151.67,59.0,81,73,6.96
427,Mosquera,CO,2020-08-31 19:41:49,4.71,-74.23,62.6,67,75,9.17
428,Pag,HR,2020-08-31 19:43:06,44.45,15.06,64.4,93,75,8.05
429,Talcahuano,CL,2020-08-31 19:40:54,-36.72,-73.12,55.4,62,0,8.05
430,Guatire,VE,2020-08-31 19:43:06,10.48,-66.54,73.99,76,100,1.01
431,Savannah Bight,HN,2020-08-31 19:43:06,16.45,-85.85,91.4,70,20,4.7
432,Amahai,ID,2020-08-31 19:42:16,-3.33,128.92,82.99,92,91,2.3
433,Aix-En-Provence,FR,2020-08-31 19:43:07,43.53,5.45,71.6,40,0,20.8
434,Beloha,MG,2020-08-31 19:43:07,-25.17,45.05,66.49,90,0,5.46
435,Broome,US,2020-08-31 19:43:07,42.25,-75.83,73.99,60,75,8.05
436,Bako,ET,2020-08-31 19:40:40,5.78,36.57,66.45,76,100,3.31
437,Vostok,RU,2020-08-31 19:43:08,46.49,135.88,44.1,93,52,4.41
438,Snasa,NO,2020-08-31 19:43:08,64.25,12.38,44.6,87,20,3.36
439,Kysyl-Syr,RU,2020-08-31 19:43:08,63.9,122.76,48.29,89,84,3.38
440,Merauke,ID,2020-08-31 19:43:08,-8.47,140.33,77.02,83,52,15.79
441,Conde,BR,2020-08-31 19:43:09,-7.26,-34.91,73.4,100,75,11.41
442,Bilma,NE,2020-08-31 19:43:09,18.69,12.92,96.06,29,0,9.78
443,Isagarh,IN,2020-08-31 19:43:09,24.83,77.88,74.68,92,19,8.25
444,Bubaque,GW,2020-08-31 19:43:09,11.28,-15.83,79.93,83,100,19.37
445,Zambezi,ZM,2020-08-31 19:43:10,-13.54,23.1,70.95,48,55,4.7
446,Magadi,IN,2020-08-31 19:43:10,12.97,77.23,69.8,100,75,13.87
447,Bergen,NO,2020-08-31 19:43:10,60.39,5.33,53.6,71,11,9.17
448,Svetlogorsk,BY,2020-08-31 19:43:10,52.63,29.73,66.25,87,99,6.02
449,Ishinomaki,JP,2020-08-31 19:43:11,38.42,141.3,71.92,85,81,10.02
450,Bereda,ES,2020-08-31 19:43:11,43.27,-7.54,66.0,77,78,1.01
451,Kurush,RU,2020-08-31 19:43:11,41.28,47.83,71.6,64,40,6.93
452,Touros,BR,2020-08-31 19:43:11,-5.2,-35.46,80.6,69,40,12.75
453,Tura,IN,2020-08-31 19:43:12,25.52,90.22,75.74,87,100,2.53
454,Malkangiri,IN,2020-08-31 19:43:12,18.35,81.9,77.83,91,99,0.47
455,Les Cayes,HT,2020-08-31 19:43:12,18.2,-73.75,82.26,76,84,5.32
456,Dahra,DZ,2020-08-31 19:43:12,36.25,0.85,80.6,22,0,12.75
457,Batagay,RU,2020-08-31 19:43:13,67.63,134.63,41.34,71,72,1.01
458,Jiaocheng,CN,2020-08-31 19:43:13,24.68,116.14,76.84,87,0,1.59
459,Mabaruma,GY,2020-08-31 19:43:13,8.2,-59.78,85.98,60,85,3.13
460,Morehead,US,2020-08-31 19:43:13,37.27,-87.18,87.8,94,90,3.87
461,Bahia Honda,CU,2020-08-31 19:43:14,22.9,-83.16,87.21,61,1,8.95
462,Camacha,PT,2020-08-31 19:43:14,33.08,-16.33,71.6,64,40,16.11
463,Brae,GB,2020-08-31 19:43:14,60.4,-1.35,53.6,81,12,10.29
464,Voh,NC,2020-08-31 19:43:14,-20.97,164.7,63.3,76,2,4.32
465,Eureka,US,2020-08-31 19:43:15,40.8,-124.16,79.0,49,1,4.7
466,Sann,PK,2020-08-31 19:43:15,26.04,68.14,80.6,69,40,11.41
467,Port Macquarie,AU,2020-08-31 19:43:15,-31.43,152.92,57.99,75,83,10.07
468,Lazaro Cardenas,MX,2020-08-31 19:43:15,17.96,-102.2,84.67,70,5,5.35
469,College,US,2020-08-31 19:39:21,64.86,-147.8,60.8,67,75,1.52
470,Ust-Tsilma,RU,2020-08-31 19:43:16,65.44,52.15,47.41,93,89,5.46
471,Havre,FR,2020-08-31 19:43:16,49.58,0.33,53.6,76,0,6.93
472,Tokmak,UA,2020-08-31 19:43:16,47.25,35.71,74.43,34,0,8.34
473,General Roca,AR,2020-08-31 19:43:03,-39.03,-67.58,62.6,21,0,17.22
474,Soe,ID,2020-08-31 19:43:17,-9.86,124.28,65.48,100,33,5.3
475,Magdagachi,RU,2020-08-31 19:43:17,53.45,125.8,50.83,98,100,5.59
476,Gat,IL,2020-08-31 19:43:17,31.61,34.76,84.2,74,75,5.82
477,Nazira,IN,2020-08-31 19:43:17,26.92,94.73,76.73,93,100,3.22
478,Pimentel,PE,2020-08-31 19:43:17,-6.84,-79.93,69.8,64,47,25.28
479,Sao Pedro Do Sul,BR,2020-08-31 19:43:18,-29.62,-54.18,59.0,58,40,14.99
480,Clonakilty,IE,2020-08-31 19:43:18,51.62,-8.87,57.2,93,75,9.17
481,Abu Zabad,SD,2020-08-31 19:43:18,12.35,29.25,77.25,76,97,6.8
482,Caruray,PH,2020-08-31 19:43:18,10.31,119.01,79.88,80,89,4.05
483,Aksarka,RU,2020-08-31 19:43:18,66.56,67.8,45.73,80,100,13.51
484,Fort Nelson,CA,2020-08-31 19:40:50,58.81,-122.7,50.0,81,90,4.7
485,Prieska,ZA,2020-08-31 19:43:19,-29.66,22.75,45.28,42,100,2.89
486,Rameswaram,IN,2020-08-31 19:43:19,9.28,79.3,84.45,75,100,14.52
487,Dongsheng,CN,2020-08-31 19:43:19,39.82,109.98,60.57,46,18,8.23
488,Aflao,TG,2020-08-31 19:43:20,6.12,1.19,77.0,83,20,12.75
489,Sao Benedito Do Rio Preto,BR,2020-08-31 19:43:20,-3.33,-43.53,94.84,28,0,2.84
490,Killybegs,IE,2020-08-31 19:43:20,54.63,-8.45,60.8,67,100,8.05
491,Manyana,BW,2020-08-31 19:43:20,-23.4,21.72,49.17,36,0,6.89
492,Port Hardy,CA,2020-08-31 19:43:21,50.7,-127.42,57.2,93,90,3.36
493,Karonga,MW,2020-08-31 19:43:21,-9.93,33.93,72.7,64,0,4.72
494,Wanning,CN,2020-08-31 19:43:21,18.8,110.4,78.21,84,0,3.69
495,Novaya Mayna,RU,2020-08-31 19:43:21,54.15,49.75,64.4,77,0,6.71
496,Naze,JP,2020-08-31 19:43:21,28.37,129.48,84.2,89,75,16.11
497,Collipulli,CL,2020-08-31 19:43:22,-37.95,-72.43,59.0,54,0,3.36
498,Avera,US,2020-08-31 19:43:22,33.19,-82.53,87.8,74,90,5.82
499,Constitucion,CL,2020-08-31 19:43:22,-35.33,-72.42,53.15,68,0,4.9
500,Marystown,CA,2020-08-31 19:43:22,47.17,-55.15,58.42,69,14,27.74
501,Yuzhno-Kurilsk,RU,2020-08-31 19:43:23,44.03,145.86,53.64,87,91,10.22
502,Sungairaya,ID,2020-08-31 19:43:23,0.7,108.9,78.58,85,100,2.93
503,Mackay,AU,2020-08-31 19:43:23,-21.15,149.2,51.8,100,3,3.36
504,Namtsy,RU,2020-08-31 19:43:23,62.72,129.67,41.0,93,90,4.47
505,Pasni,PK,2020-08-31 19:43:23,25.26,63.47,80.78,87,93,8.37
506,Saint-Francois,FR,2020-08-31 19:43:24,46.42,3.91,61.0,67,1,5.82
507,Doha,QA,2020-08-31 19:43:24,25.29,51.53,91.4,79,0,2.24
508,Porbandar,IN,2020-08-31 19:43:24,21.64,69.61,80.56,84,0,11.48
509,Chicama,PE,2020-08-31 19:43:24,-7.84,-79.15,70.34,58,81,12.59
510,Nizhniy Tsasuchey,RU,2020-08-31 19:43:25,50.52,115.13,53.28,94,100,7.4
511,Beringovskiy,RU,2020-08-31 19:43:25,63.05,179.32,45.43,71,94,12.66
512,Moranbah,AU,2020-08-31 19:43:25,-22.0,148.05,55.99,88,0,5.86
513,Guadalupe Y Calvo,MX,2020-08-31 19:43:25,26.1,-106.97,67.1,84,100,5.41
514,Opuwo,NA,2020-08-31 19:43:26,-18.06,13.84,60.03,34,0,6.89
515,Bardiyah,LY,2020-08-31 19:43:26,31.76,25.09,76.12,88,0,13.47
516,Weihai,CN,2020-08-31 19:43:26,37.5,122.11,76.01,94,100,6.62
517,Razole,IN,2020-08-31 19:43:26,16.48,81.83,79.0,89,100,5.44
518,Muisne,EC,2020-08-31 19:43:27,0.6,-80.03,75.56,82,69,12.21
519,Butzow,DE,2020-08-31 19:43:27,53.85,11.98,57.99,82,20,1.12
520,Launceston,AU,2020-08-31 19:43:27,-41.45,147.17,32.0,95,40,0.78
521,Thinadhoo,MV,2020-08-31 19:43:27,0.53,72.93,82.74,72,96,8.9
522,Morococha,PE,2020-08-31 19:43:28,-11.6,-76.14,46.94,52,78,8.9
523,Mahmudabad,IN,2020-08-31 19:43:28,27.3,81.12,82.4,88,40,2.24
524,Emerald,AU,2020-08-31 19:43:28,-23.53,148.17,53.6,81,0,3.36
525,Abramovka,RU,2020-08-31 19:43:28,51.19,41.02,70.18,40,0,8.57
526,Xingtai,CN,2020-08-31 19:43:29,37.06,114.49,69.06,63,0,3.96
527,Nyurba,RU,2020-08-31 19:43:29,63.28,118.33,46.94,91,87,4.23
528,Shadrinsk,RU,2020-08-31 19:43:29,56.09,63.63,62.56,78,100,10.94
529,Sturlic,BA,2020-08-31 19:43:29,45.06,15.78,57.04,96,100,6.22
530,Waipawa,NZ,2020-08-31 19:43:30,-41.41,175.52,55.99,82,61,24.16
531,Ahipara,NZ,2020-08-31 19:43:30,-35.17,173.17,56.75,81,100,8.43
532,Andrelandia,BR,2020-08-31 19:43:30,-21.74,-44.31,73.92,54,0,8.01
533,Artyom,AZ,2020-08-31 19:43:30,40.47,50.33,71.6,78,0,4.7
534,Ibb,YE,2020-08-31 19:43:31,13.97,44.18,67.24,63,91,2.17
535,Muzhi,RU,2020-08-31 19:43:31,65.37,64.67,46.53,94,100,12.97
536,Moron,AR,2020-08-31 19:43:31,-34.65,-58.62,57.99,50,100,8.05
537,Parkes,AU,2020-08-31 19:43:31,-33.13,148.18,37.0,83,0,3.6
538,Ranong,TH,2020-08-31 19:43:32,9.97,98.63,80.2,79,100,1.81
539,Sovkhoznyy,RU,2020-08-31 19:43:32,45.29,38.11,80.01,88,0,2.24
540,Nguruka,TZ,2020-08-31 19:43:32,-5.11,31.04,71.62,38,1,4.68
541,Bose,IT,2020-08-31 19:43:33,45.46,8.01,64.0,77,13,1.01
542,Mogadishu,SO,2020-08-31 19:43:33,2.04,45.34,77.85,84,7,17.9
543,Nishihara,JP,2020-08-31 19:43:33,26.18,127.76,80.6,94,75,47.2
544,Kemise,ET,2020-08-31 19:43:33,10.72,39.87,67.41,72,82,5.95
545,Malacacheta,BR,2020-08-31 19:43:34,-17.84,-42.08,79.11,46,27,5.3
546,Kigali,RW,2020-08-31 19:42:08,-1.95,30.06,68.0,72,75,4.7
547,Buchanan,LR,2020-08-31 19:43:34,5.88,-10.05,77.0,94,75,6.93
548,La Suiza,CR,2020-08-31 19:43:34,9.85,-83.61,86.0,51,40,13.87
549,Anadyr,RU,2020-08-31 19:43:35,64.75,177.48,39.2,75,96,11.18
550,Grindavik,IS,2020-08-31 19:43:35,63.84,-22.43,51.8,93,75,17.22
551,Srednekolymsk,RU,2020-08-31 19:39:44,67.45,153.68,38.71,85,34,11.72
552,Inhambane,MZ,2020-08-31 19:43:35,-23.86,35.38,68.0,100,75,12.75
553,Parrita,CR,2020-08-31 19:43:36,9.52,-84.32,80.6,51,40,13.87
554,Ust-Nera,RU,2020-08-31 19:43:36,64.57,143.2,44.64,75,99,3.36
555,Port Augusta,AU,2020-08-31 19:43:36,-32.5,137.77,35.6,93,0,6.93
556,Santa Cruz,BO,2020-08-31 19:43:37,-17.8,-63.17,77.0,47,75,11.41
557,Tarakan,ID,2020-08-31 19:43:37,3.3,117.63,79.79,82,99,5.64
558,Port Keats,AU,2020-08-31 19:43:37,-14.25,129.55,74.16,77,97,4.36
